'Elapsed time','ECG1'
'seconds','mV'
0.0,0.0
0.010101010101010102,-4.7578144168395986e-07
0.020202020202020204,-4.7099955638420096e-07
0.030303030303030304,-4.6626641521311134e-07
0.04040404040404041,-4.6157952700156745e-07
0.05050505050505051,-4.5668888860764596e-07
0.06060606060606061,-4.4695381435324967e-07
0.07070707070707072,-4.417288658003069e-07
0.08080808080808081,-4.4422960318441156e-07
0.09090909090909091,-4.4291980611207864e-07
0.10101010101010102,-4.11511473560744e-07
0.11111111111111112,3.4504007312953556e-07
0.12121212121212122,5.3692858309628216e-06
0.13131313131313133,6.498975812259198e-06
0.14141414141414144,4.424989566332127e-06
0.15151515151515152,1.3452812011330005e-05
0.16161616161616163,6.150253343423603e-05
0.17171717171717174,0.00020510813078259104
0.18181818181818182,0.0006120017288706375
0.19191919191919193,0.001396787936337481
0.20202020202020204,0.0031588107805322198
0.21212121212121213,0.007089692452177751
0.22222222222222224,0.01496935832345638
0.23232323232323235,0.029018744331920716
0.24242424242424243,0.05385704034977979
0.25252525252525254,0.09394196977056599
0.26262626262626265,0.1522996572341659
0.27272727272727276,0.23052462862682044
0.2828282828282829,0.33176448605526365
0.29292929292929293,0.4479061812465852
0.30303030303030304,0.5578611292138234
0.31313131313131315,0.6451042117992499
0.32323232323232326,0.6979580504218311
0.33333333333333337,0.709593006077227
0.3434343434343435,0.6780271793377901
0.3535353535353536,0.6061264103525689
0.36363636363636365,0.5011618776714789
0.37373737373737376,0.379676675272833
0.38383838383838387,0.2626364153739397
0.393939393939394,0.16171513856252623
0.4040404040404041,0.07871303904375287
0.4141414141414142,0.005556464640212866
0.42424242424242425,-0.07570208320806693
0.43434343434343436,-0.19288394944362874
0.4444444444444445,-0.38370663844081476
0.4545454545454546,-0.5092804502095902
0.4646464646464647,-0.2390327118688474
0.4747474747474748,0.5486353488743957
0.48484848484848486,1.7338187503299296
0.494949494949495,2.74731221499796
0.5050505050505051,2.6951840270258174
0.5151515151515152,1.5994341796578986
0.5252525252525253,0.28765261637801687
0.5353535353535354,-0.5771134777680325
0.5454545454545455,-0.8011512580123168
0.5555555555555556,-0.6156088566879826
0.5656565656565657,-0.3352180509734781
0.5757575757575758,-0.1501697150549901
0.5858585858585859,-0.08053948813728634
0.595959595959596,-0.04420323539243219
0.6060606060606061,-0.01390669973211954
0.6161616161616162,0.024356239649365632
0.6262626262626263,0.07404267622216609
0.6363636363636365,0.13544828787930357
0.6464646464646465,0.20956396716963954
0.6565656565656566,0.29599699096613297
0.6666666666666667,0.3935381448503458
0.6767676767676768,0.5009978311729457
0.686868686868687,0.6119895198451163
0.696969696969697,0.7197141215822898
0.7070707070707072,0.8180411899432094
0.7171717171717172,0.9015089213299206
0.7272727272727273,0.9653241549877786
0.7373737373737375,1.0053623730054437
0.7474747474747475,1.0181677003148821
0.7575757575757577,1.000926673934353
0.7676767676767677,0.9517233986722926
0.7777777777777778,0.8758361160126981
0.787878787878788,0.7803470536776007
0.797979797979798,0.6717494854046413
0.8080808080808082,0.5559477309470622
0.8181818181818182,0.4382571560737165
0.8282828282828284,0.3234041725690584
0.8383838383838385,0.21552623823315264
0.8484848484848485,0.11817185688166687
0.8585858585858587,0.03430057834587452
0.8686868686868687,-0.03426457677334582
0.8787878787878789,-0.08872903052941232
0.888888888888889,-0.13104402163881135
0.8989898989898991,-0.16303147550305472
0.9090909090909092,-0.18638385451490436
0.9191919191919192,-0.20266415805837515
0.9292929292929294,-0.2133059225087333
0.9393939393939394,-0.21961322123249657
0.9494949494949496,-0.22276066458743476
0.9595959595959597,-0.22379339992256936
0.9696969696969697,-0.22361954282660074
0.9797979797979799,-0.2226558098471597
0.98989898989899,-0.22128226394453063
1.0,-0.21947054564007648
